FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-07-18 13:47:59

Total deployment events: 3096
Number of node-function combinations: 1291

Event Type Summary:
  Deployment events: 23
  Replica events: 1820
  Network events: 1253

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
t= 780.0s | replica    | nano_745             | resnet50-inference-port   | setup replica of resnet50-inference-port
t= 781.0s | replica    | nano_873             | resnet50-training         | startup replica of resnet50-training
t= 782.0s | replica    | nano_873             | resnet50-training         | setup replica of resnet50-training
t= 783.0s | replica    | nano_873             | resnet50-training         | finish replica of resnet50-training
t= 784.0s | replica    | nx_87                | resnet50-training-downtown | startup replica of resnet50-training-downtown
t= 785.0s | replica    | nx_87                | resnet50-training-downtown | setup replica of resnet50-training-downtown
t= 786.0s | replica    | nx_87                | resnet50-training-downtown | finish replica of resnet50-training-downtown
t= 787.0s | replica    | nano_556             | resnet50-training-suburb  | startup replica of resnet50-training-suburb
t= 788.0s | replica    | nano_556             | resnet50-training-suburb  | setup replica of resnet50-training-suburb
t= 789.0s | replica    | nano_556             | resnet50-training-suburb  | finish replica of resnet50-training-suburb
t= 790.0s | replica    | tx2_8                | resnet50-inference        | deploy replica of resnet50-inference
t= 791.0s | replica    | tx2_9                | resnet50-inference-downtown | deploy replica of resnet50-inference-downtown
t= 792.0s | replica    | nano_729             | resnet50-inference-suburb | deploy replica of resnet50-inference-suburb
t= 793.0s | replica    | tx2_10               | resnet50-inference-industrial | deploy replica of resnet50-inference-industrial
t= 794.0s | replica    | tx2_11               | resnet50-inference-residential | deploy replica of resnet50-inference-residential
t= 795.0s | replica    | nx_146               | resnet50-inference-commercial | deploy replica of resnet50-inference-commercial
t= 796.0s | replica    | nx_378               | resnet50-inference-airport | deploy replica of resnet50-inference-airport
t= 797.0s | replica    | nano_995             | resnet50-inference-port   | deploy replica of resnet50-inference-port
t= 798.0s | replica    | nx_395               | speech-inference          | deploy replica of speech-inference
t= 799.0s | replica    | coral_129            | speech-inference-downtown | deploy replica of speech-inference-downtown
t= 800.0s | replica    | rpi4_160             | speech-inference-suburb   | deploy replica of speech-inference-suburb
t= 801.0s | replica    | rpi4_161             | speech-inference-industrial | deploy replica of speech-inference-industrial
t= 802.0s | replica    | rpi3_231             | speech-inference-residential | deploy replica of speech-inference-residential
t= 803.0s | replica    | rpi3_232             | speech-inference-commercial | deploy replica of speech-inference-commercial
t= 804.0s | replica    | rpi3_233             | speech-inference-airport  | deploy replica of speech-inference-airport
t= 805.0s | replica    | nano_1254            | resnet50-training         | deploy replica of resnet50-training
t= 806.0s | replica    | nx_118               | resnet50-training-downtown | deploy replica of resnet50-training-downtown
t= 807.0s | replica    | nano_165             | resnet50-training-suburb  | deploy replica of resnet50-training-suburb
t= 808.0s | replica    | nx_395               | speech-inference          | startup replica of speech-inference
t= 809.0s | replica    | nx_395               | speech-inference          | setup replica of speech-inference
t= 810.0s | replica    | rpi4_160             | speech-inference-suburb   | startup replica of speech-inference-suburb
t= 811.0s | replica    | rpi4_160             | speech-inference-suburb   | setup replica of speech-inference-suburb
t= 812.0s | replica    | coral_129            | speech-inference-downtown | startup replica of speech-inference-downtown
t= 813.0s | replica    | coral_129            | speech-inference-downtown | setup replica of speech-inference-downtown
t= 814.0s | replica    | rpi4_161             | speech-inference-industrial | startup replica of speech-inference-industrial
t= 815.0s | replica    | rpi4_161             | speech-inference-industrial | setup replica of speech-inference-industrial
t= 816.0s | replica    | rpi3_231             | speech-inference-residential | startup replica of speech-inference-residential
t= 817.0s | replica    | rpi3_231             | speech-inference-residential | setup replica of speech-inference-residential
t= 818.0s | replica    | rpi3_232             | speech-inference-commercial | startup replica of speech-inference-commercial
t= 819.0s | replica    | rpi3_232             | speech-inference-commercial | setup replica of speech-inference-commercial
t= 820.0s | replica    | rpi3_233             | speech-inference-airport  | startup replica of speech-inference-airport
t= 821.0s | replica    | rpi3_233             | speech-inference-airport  | setup replica of speech-inference-airport
t= 822.0s | replica    | tx2_8                | resnet50-inference        | startup replica of resnet50-inference
t= 823.0s | replica    | tx2_8                | resnet50-inference        | setup replica of resnet50-inference
t= 824.0s | replica    | tx2_9                | resnet50-inference-downtown | startup replica of resnet50-inference-downtown
t= 825.0s | replica    | tx2_9                | resnet50-inference-downtown | setup replica of resnet50-inference-downtown
t= 826.0s | replica    | nano_729             | resnet50-inference-suburb | startup replica of resnet50-inference-suburb
t= 827.0s | replica    | nano_729             | resnet50-inference-suburb | setup replica of resnet50-inference-suburb
t= 828.0s | replica    | tx2_10               | resnet50-inference-industrial | startup replica of resnet50-inference-industrial
t= 829.0s | replica    | tx2_10               | resnet50-inference-industrial | setup replica of resnet50-inference-industrial
t= 830.0s | replica    | tx2_11               | resnet50-inference-residential | startup replica of resnet50-inference-residential
t= 831.0s | replica    | tx2_11               | resnet50-inference-residential | setup replica of resnet50-inference-residential
t= 832.0s | replica    | nx_146               | resnet50-inference-commercial | startup replica of resnet50-inference-commercial
t= 833.0s | replica    | nx_146               | resnet50-inference-commercial | setup replica of resnet50-inference-commercial
t= 834.0s | replica    | nx_378               | resnet50-inference-airport | startup replica of resnet50-inference-airport
t= 835.0s | replica    | nx_378               | resnet50-inference-airport | setup replica of resnet50-inference-airport
t= 836.0s | replica    | nano_995             | resnet50-inference-port   | startup replica of resnet50-inference-port
t= 837.0s | replica    | nano_995             | resnet50-inference-port   | setup replica of resnet50-inference-port
t= 838.0s | replica    | nano_1254            | resnet50-training         | startup replica of resnet50-training
t= 839.0s | replica    | nano_1254            | resnet50-training         | setup replica of resnet50-training
t= 840.0s | replica    | nano_1254            | resnet50-training         | finish replica of resnet50-training
t= 841.0s | replica    | nx_118               | resnet50-training-downtown | startup replica of resnet50-training-downtown
t= 842.0s | replica    | nx_118               | resnet50-training-downtown | setup replica of resnet50-training-downtown
